aid,Relationship,RelCheck_1,RelCheck_2,RelCheck_3,RelCheck_4,RelCheck_5,IndCol_1,IndCol_2,IndCol_3,IndCol_4,IndCol_5,IndCol_6,IndCol_7,IndCol_8,IndCol_9,IndCol_10,IndCol_11,IndCol_12,RelDist_1,RelDist_2,RelDist_3,RelDist_6,RelDist_7,RelCont_1,RelCont_2,RelCont_3,RelCont_6,RelCont_7,RelTalk_1,RelTalk_2,RelTalk_3,RelTalk_6,RelTalk_7,RelPhone_1,RelPhone_2,RelPhone_3,RelPhone_6,RelPhone_7,ParClose_1,ParClose_2,PPClose_1,PPClose_2,PartClose_1,PartClose_2,FriendClose_1,FriendClose_2,AcqClose_1,AcqClose_2,RelBen_1,RelBen_2,RelBen_3,RelBen_6,RelBen_7,RelHap_1,RelHap_2,RelHap_3,RelHap_6,RelHap_7,RelCost_1,RelCost_2,RelCost_3,RelCost_6,RelCost_7,RelPrior_1,RelPrior_2,RelPrior_3,RelPrior_6,RelPrior_7,ParSup_1,ParSup_2,ParSup_3,PPSup_1,PPSup_2,PPSup_3,PartSup_1,PartSup_2,PartSup_3,FriendSup_1,FriendSup_2,FriendSup_3,AcqSup_1,AcqSup_2,AcqSup_3,Income,RaceEth_1,RaceEth_2,RaceEth_3,RaceEth_4,RaceEth_5,RaceEth_6,RaceEth_7,RaceEth_8,RaceEth_7_TEXT,country,Age,RelCheck2_1,RelCheck2_2,RelCheck2_3,RelCheck2_4,RelCheck2_5,RelCheck2_6,MarStat,MarStat_5_TEXT,RelLength_Text_1,RelLength_Text_2,MarLength,Living,Living_5_TEXT,Child,Child_3_TEXT,GenderID,GenderID_8_TEXT,GAB,GAB_5_TEXT,SexOr,SexOr_9_TEXT,SpGenderID,SpGenderID_8_TEXT,SpGAB,SpGAB_5_TEXT,SpSexOr,SpSexOr_9_TEXT,Attention_Check,DataConsent,Ind,Col,Race,SibCous,TimeGiven,MoneyGiven,Closeness,CommStr,Supp,Conf
63ee740d-64ad-6322-3195-3bec26d1ebba,Acq,1,0,0,1,0,7,3,2,7,2,3,6,5,2,6,6,7,7,7,1,2,1,1,1,9,5,5,1,1,5,2,2,1,1,2,1,2,1,1,1,1,7,7,4,4,3,2,0,0,10,10,7,0,0,10,8,6,0,0,10,4,0,0,0,10,5,1,1,1,1,1,1,1,6,6,6,4,4,4,2,2,2,2,1,0,0,0,0,0,0,0,NA,187,64,0,0,1,0,1,0,1,NA,15,2,11,1,NA,2,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,4,1,5.6,4,1,1,0,0,2.5,3.5,2,-0.7069933642953226
63ee740d-64ad-6322-3195-3bec26d1ebba,Friend,1,0,0,1,0,7,3,2,7,2,3,6,5,2,6,6,7,7,7,1,2,1,1,1,9,5,5,1,1,5,2,2,1,1,2,1,2,1,1,1,1,7,7,4,4,3,2,0,0,10,10,7,0,0,10,8,6,0,0,10,4,0,0,0,10,5,1,1,1,1,1,1,1,6,6,6,4,4,4,2,2,2,2,1,0,0,0,0,0,0,0,NA,187,64,0,0,1,0,1,0,1,NA,15,2,11,1,NA,2,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,4,1,5.6,4,1,1,0,0,4,6.75,4,-1.225398580906908
63ee740d-64ad-6322-3195-3bec26d1ebba,InLaws,1,0,0,1,0,7,3,2,7,2,3,6,5,2,6,6,7,7,7,1,2,1,1,1,9,5,5,1,1,5,2,2,1,1,2,1,2,1,1,1,1,7,7,4,4,3,2,0,0,10,10,7,0,0,10,8,6,0,0,10,4,0,0,0,10,5,1,1,1,1,1,1,1,6,6,6,4,4,4,2,2,2,2,1,0,0,0,0,0,0,0,NA,187,64,0,0,1,0,1,0,1,NA,15,2,11,1,NA,2,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,4,1,5.6,4,1,1,0,0,1,0,1,-0.9846465400541768
63ee740d-64ad-6322-3195-3bec26d1ebba,Parents,1,0,0,1,0,7,3,2,7,2,3,6,5,2,6,6,7,7,7,1,2,1,1,1,9,5,5,1,1,5,2,2,1,1,2,1,2,1,1,1,1,7,7,4,4,3,2,0,0,10,10,7,0,0,10,8,6,0,0,10,4,0,0,0,10,5,1,1,1,1,1,1,1,6,6,6,4,4,4,2,2,2,2,1,0,0,0,0,0,0,0,NA,187,64,0,0,1,0,1,0,1,NA,15,2,11,1,NA,2,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,4,1,5.6,4,1,1,0,0,1,0,1,-1.1634951245726688
63ee740d-64ad-6322-3195-3bec26d1ebba,Spouse,1,0,0,1,0,7,3,2,7,2,3,6,5,2,6,6,7,7,7,1,2,1,1,1,9,5,5,1,1,5,2,2,1,1,2,1,2,1,1,1,1,7,7,4,4,3,2,0,0,10,10,7,0,0,10,8,6,0,0,10,4,0,0,0,10,5,1,1,1,1,1,1,1,6,6,6,4,4,4,2,2,2,2,1,0,0,0,0,0,0,0,NA,187,64,0,0,1,0,1,0,1,NA,15,2,11,1,NA,2,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,4,1,5.6,4,1,1,14,2000,7,10,6,-0.34175844378315645
63ee740e-bbec-0296-5e36-1f24cacf0ba4,Acq,1,1,1,1,1,5,6,6,6,6,6,6,6,5,6,6,7,2,2,1,1,1,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,5,5,10,10,10,8,7,10,10,10,8,7,10,10,10,8,7,10,10,10,9,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,3,0,0,0,0,1,0,0,0,NA,187,48,0,0,0,0,0,1,1,NA,10,0,3,1,NA,2,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,4,1,5.8,6,5,1,0,0,5,7,5,0.8563315832551466
63ee740e-bbec-0296-5e36-1f24cacf0ba4,Friend,1,1,1,1,1,5,6,6,6,6,6,6,6,5,6,6,7,2,2,1,1,1,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,5,5,10,10,10,8,7,10,10,10,8,7,10,10,10,8,7,10,10,10,9,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,3,0,0,0,0,1,0,0,0,NA,187,48,0,0,0,0,0,1,1,NA,10,0,3,1,NA,2,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,4,1,5.8,6,5,1,2,238,7,8.25,7,0.5462239800398129
63ee740e-bbec-0296-5e36-1f24cacf0ba4,InLaws,1,1,1,1,1,5,6,6,6,6,6,6,6,5,6,6,7,2,2,1,1,1,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,5,5,10,10,10,8,7,10,10,10,8,7,10,10,10,8,7,10,10,10,9,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,3,0,0,0,0,1,0,0,0,NA,187,48,0,0,0,0,0,1,1,NA,10,0,3,1,NA,2,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,4,1,5.8,6,5,1,3,499,7,10,7,0.6732621913514697
63ee740e-bbec-0296-5e36-1f24cacf0ba4,Parents,1,1,1,1,1,5,6,6,6,6,6,6,6,5,6,6,7,2,2,1,1,1,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,5,5,10,10,10,8,7,10,10,10,8,7,10,10,10,8,7,10,10,10,9,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,3,0,0,0,0,1,0,0,0,NA,187,48,0,0,0,0,0,1,1,NA,10,0,3,1,NA,2,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,4,1,5.8,6,5,1,3,499,7,10,7,0.4461067603407078
63ee740e-bbec-0296-5e36-1f24cacf0ba4,Spouse,1,1,1,1,1,5,6,6,6,6,6,6,6,5,6,6,7,2,2,1,1,1,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,5,5,10,10,10,8,7,10,10,10,8,7,10,10,10,8,7,10,10,10,9,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,3,0,0,0,0,1,0,0,0,NA,187,48,0,0,0,0,0,1,1,NA,10,0,3,1,NA,2,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,4,1,5.8,6,5,1,3,391,7,10,7,0.3131121083067946
63ee7539-48d9-a1d2-b7a1-d4682830b6a4,Acq,0,1,0,1,0,3,5,5,5,4,5,5,5,4,5,5,6,2,2,1,1,1,5,5,9,9,9,1,1,5,5,5,1,1,3,4,4,7,7,7,7,7,7,7,7,6,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,7,6,6,6,7,7,7,7,7,7,4,4,4,2,1,0,0,0,0,0,0,0,NA,187,80,1,1,1,0,1,0,1,NA,61,6,58,1,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,4,1,4.6,4.857142857142857,1,1,0,0,6,10,4,0.6567466222259672
63ee7539-48d9-a1d2-b7a1-d4682830b6a4,Friend,0,1,0,1,0,3,5,5,5,4,5,5,5,4,5,5,6,2,2,1,1,1,5,5,9,9,9,1,1,5,5,5,1,1,3,4,4,7,7,7,7,7,7,7,7,6,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,7,6,6,6,7,7,7,7,7,7,4,4,4,2,1,0,0,0,0,0,0,0,NA,187,80,1,1,1,0,1,0,1,NA,61,6,58,1,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,4,1,4.6,4.857142857142857,1,1,1,379,7,10,7,0.3367819510494898
63ee7539-48d9-a1d2-b7a1-d4682830b6a4,InLaws,0,1,0,1,0,3,5,5,5,4,5,5,5,4,5,5,6,2,2,1,1,1,5,5,9,9,9,1,1,5,5,5,1,1,3,4,4,7,7,7,7,7,7,7,7,6,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,7,6,6,6,7,7,7,7,7,7,4,4,4,2,1,0,0,0,0,0,0,0,NA,187,80,1,1,1,0,1,0,1,NA,61,6,58,1,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,4,1,4.6,4.857142857142857,1,1,4,375,7,10,6,-1.2014696867773846
63ee7539-48d9-a1d2-b7a1-d4682830b6a4,Parents,0,1,0,1,0,3,5,5,5,4,5,5,5,4,5,5,6,2,2,1,1,1,5,5,9,9,9,1,1,5,5,5,1,1,3,4,4,7,7,7,7,7,7,7,7,6,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,7,6,6,6,7,7,7,7,7,7,4,4,4,2,1,0,0,0,0,0,0,0,NA,187,80,1,1,1,0,1,0,1,NA,61,6,58,1,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,4,1,4.6,4.857142857142857,1,1,4,393,7,10,7,-1.4030638487582323
63ee7539-48d9-a1d2-b7a1-d4682830b6a4,Spouse,0,1,0,1,0,3,5,5,5,4,5,5,5,4,5,5,6,2,2,1,1,1,5,5,9,9,9,1,1,5,5,5,1,1,3,4,4,7,7,7,7,7,7,7,7,6,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,7,6,6,6,7,7,7,7,7,7,4,4,4,2,1,0,0,0,0,0,0,0,NA,187,80,1,1,1,0,1,0,1,NA,61,6,58,1,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,4,1,4.6,4.857142857142857,1,1,4,469,7,10,7,-0.12346825975317272
63ee753e-a41f-50d6-8fba-cb6fe7eb9401,Acq,0,0,0,1,0,7,6,7,7,3,6,2,7,7,7,1,7,3,3,1,2,2,9,9,9,9,6,5,4,5,5,2,5,4,3,4,1,7,7,7,7,7,7,7,7,5,5,10,10,10,10,8,10,10,10,10,10,10,10,10,10,5,10,10,10,10,8,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,6,1,0,0,0,0,0,0,0,NA,187,53,0,0,0,0,0,1,1,NA,4,5,3,1,NA,2,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,4,1,6,5.285714285714286,1,0,0,0,5,7.75,2,-0.6651766021024837
63ee753e-a41f-50d6-8fba-cb6fe7eb9401,Friend,0,0,0,1,0,7,6,7,7,3,6,2,7,7,7,1,7,3,3,1,2,2,9,9,9,9,6,5,4,5,5,2,5,4,3,4,1,7,7,7,7,7,7,7,7,5,5,10,10,10,10,8,10,10,10,10,10,10,10,10,10,5,10,10,10,10,8,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,6,1,0,0,0,0,0,0,0,NA,187,53,0,0,0,0,0,1,1,NA,4,5,3,1,NA,2,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,4,1,6,5.285714285714286,1,0,2,32,7,10,7,0.4733369829954878
63ee753e-a41f-50d6-8fba-cb6fe7eb9401,InLaws,0,0,0,1,0,7,6,7,7,3,6,2,7,7,7,1,7,3,3,1,2,2,9,9,9,9,6,5,4,5,5,2,5,4,3,4,1,7,7,7,7,7,7,7,7,5,5,10,10,10,10,8,10,10,10,10,10,10,10,10,10,5,10,10,10,10,8,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,6,1,0,0,0,0,0,0,0,NA,187,53,0,0,0,0,0,1,1,NA,4,5,3,1,NA,2,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,4,1,6,5.285714285714286,1,0,5,596,7,10,7,0.42536286771950393
63ee753e-a41f-50d6-8fba-cb6fe7eb9401,Parents,0,0,0,1,0,7,6,7,7,3,6,2,7,7,7,1,7,3,3,1,2,2,9,9,9,9,6,5,4,5,5,2,5,4,3,4,1,7,7,7,7,7,7,7,7,5,5,10,10,10,10,8,10,10,10,10,10,10,10,10,10,5,10,10,10,10,8,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,6,1,0,0,0,0,0,0,0,NA,187,53,0,0,0,0,0,1,1,NA,4,5,3,1,NA,2,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,4,1,6,5.285714285714286,1,0,5,790,7,10,7,0.5678158167551844
63ee753e-a41f-50d6-8fba-cb6fe7eb9401,Spouse,0,0,0,1,0,7,6,7,7,3,6,2,7,7,7,1,7,3,3,1,2,2,9,9,9,9,6,5,4,5,5,2,5,4,3,4,1,7,7,7,7,7,7,7,7,5,5,10,10,10,10,8,10,10,10,10,10,10,10,10,10,5,10,10,10,10,8,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,6,1,0,0,0,0,0,0,0,NA,187,53,0,0,0,0,0,1,1,NA,4,5,3,1,NA,2,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,4,1,6,5.285714285714286,1,0,2,582,7,10,7,-0.12346825975317272
63ee7561-f41f-3995-2ece-88d2ad619a56,Acq,1,1,0,1,0,5,1,7,7,2,1,4,6,2,7,2,7,7,7,1,7,7,1,1,9,7,9,1,1,1,1,1,1,1,1,1,1,7,7,1,1,7,7,5,3,7,5,10,0,10,3,6,10,5,10,6,7,7,0,10,1,2,10,0,10,5,7,7,7,7,1,1,1,7,7,7,7,7,5,7,7,7,2,1,0,0,0,0,0,0,0,NA,187,64,1,0,1,0,1,0,1,NA,33,8,33,1,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,4,1,6,3,1,1,0,0,6,5.5,7,0.15135615077399994
63ee7561-f41f-3995-2ece-88d2ad619a56,Friend,1,1,0,1,0,5,1,7,7,2,1,4,6,2,7,2,7,7,7,1,7,7,1,1,9,7,9,1,1,1,1,1,1,1,1,1,1,7,7,1,1,7,7,5,3,7,5,10,0,10,3,6,10,5,10,6,7,7,0,10,1,2,10,0,10,5,7,7,7,7,1,1,1,7,7,7,7,7,5,7,7,7,2,1,0,0,0,0,0,0,0,NA,187,64,1,0,1,0,1,0,1,NA,33,8,33,1,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,4,1,6,3,1,1,3,76,4,3.75,6.333333333333333,-0.5130474029762211
63ee7561-f41f-3995-2ece-88d2ad619a56,InLaws,1,1,0,1,0,5,1,7,7,2,1,4,6,2,7,2,7,7,7,1,7,7,1,1,9,7,9,1,1,1,1,1,1,1,1,1,1,7,7,1,1,7,7,5,3,7,5,10,0,10,3,6,10,5,10,6,7,7,0,10,1,2,10,0,10,5,7,7,7,7,1,1,1,7,7,7,7,7,5,7,7,7,2,1,0,0,0,0,0,0,0,NA,187,64,1,0,1,0,1,0,1,NA,33,8,33,1,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,4,1,6,3,1,1,3,497,1,1.25,1,-0.9846465400541768
63ee7561-f41f-3995-2ece-88d2ad619a56,Parents,1,1,0,1,0,5,1,7,7,2,1,4,6,2,7,2,7,7,7,1,7,7,1,1,9,7,9,1,1,1,1,1,1,1,1,1,1,7,7,1,1,7,7,5,3,7,5,10,0,10,3,6,10,5,10,6,7,7,0,10,1,2,10,0,10,5,7,7,7,7,1,1,1,7,7,7,7,7,5,7,7,7,2,1,0,0,0,0,0,0,0,NA,187,64,1,0,1,0,1,0,1,NA,33,8,33,1,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,4,1,6,3,1,1,3,497,7,9.25,7,-1.1634951245726688
63ee7561-f41f-3995-2ece-88d2ad619a56,Spouse,1,1,0,1,0,5,1,7,7,2,1,4,6,2,7,2,7,7,7,1,7,7,1,1,9,7,9,1,1,1,1,1,1,1,1,1,1,7,7,1,1,7,7,5,3,7,5,10,0,10,3,6,10,5,10,6,7,7,0,10,1,2,10,0,10,5,7,7,7,7,1,1,1,7,7,7,7,7,5,7,7,7,2,1,0,0,0,0,0,0,0,NA,187,64,1,0,1,0,1,0,1,NA,33,8,33,1,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,4,1,6,3,1,1,5,727,7,10,7,-1.4278392226265788
63ee7600-ff35-6477-af57-d1e29d37e6f2,Acq,0,0,0,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,9,9,9,9,9,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,0,0,0,0,1,0,0,0,NA,78,59,0,0,0,0,0,1,1,NA,12,2,12.33,1,NA,1,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,4,1,7,7,5,0,0,0,7,10,7,1.3009660478486893
63ee7600-ff35-6477-af57-d1e29d37e6f2,Friend,0,0,0,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,9,9,9,9,9,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,0,0,0,0,1,0,0,0,NA,78,59,0,0,0,0,0,1,1,NA,12,2,12.33,1,NA,1,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,4,1,7,7,5,0,0,0,7,10,7,0.9538606546194714
