aid,RelCheck_1,RelCheck_2,RelCheck_3,RelCheck_4,RelCheck_5,TimeHelp_1,TimeHelp_2,TimeHelp_3,TimeHelp_6,TimeHelp_7,MoneyHelp_1,MoneyHelp_2,MoneyHelp_3,MoneyHelp_6,MoneyHelp_7,IndCol_1,IndCol_2,IndCol_3,IndCol_4,IndCol_5,IndCol_6,IndCol_7,IndCol_8,IndCol_9,IndCol_10,IndCol_11,IndCol_12,RelDist_1,RelDist_2,RelDist_3,RelDist_6,RelDist_7,RelCont_1,RelCont_2,RelCont_3,RelCont_6,RelCont_7,RelTalk_1,RelTalk_2,RelTalk_3,RelTalk_6,RelTalk_7,RelPhone_1,RelPhone_2,RelPhone_3,RelPhone_6,RelPhone_7,ParClose_1,ParClose_2,PPClose_1,PPClose_2,PartClose_1,PartClose_2,FriendClose_1,FriendClose_2,AcqClose_1,AcqClose_2,RelBen_1,RelBen_2,RelBen_3,RelBen_6,RelBen_7,RelHap_1,RelHap_2,RelHap_3,RelHap_6,RelHap_7,RelCost_1,RelCost_2,RelCost_3,RelCost_6,RelCost_7,RelPrior_1,RelPrior_2,RelPrior_3,RelPrior_6,RelPrior_7,ParSup_1,ParSup_2,ParSup_3,PPSup_1,PPSup_2,PPSup_3,PartSup_1,PartSup_2,PartSup_3,FriendSup_1,FriendSup_2,FriendSup_3,AcqSup_1,AcqSup_2,AcqSup_3,Income,RaceEth_1,RaceEth_2,RaceEth_3,RaceEth_4,RaceEth_5,RaceEth_6,RaceEth_7,RaceEth_8,RaceEth_7_TEXT,country,Age,RelCheck2_1,RelCheck2_2,RelCheck2_3,RelCheck2_4,RelCheck2_5,RelCheck2_6,MarStat,MarStat_5_TEXT,RelLength_Text_1,RelLength_Text_2,MarLength,Living,Living_5_TEXT,Child,Child_3_TEXT,GenderID,GenderID_8_TEXT,GAB,GAB_5_TEXT,SexOr,SexOr_9_TEXT,SpGenderID,SpGenderID_8_TEXT,SpGAB,SpGAB_5_TEXT,SpSexOr,SpSexOr_9_TEXT,Attention_Check,DataConsent,Ind,Col,ConfPar,ConfInLaw,ConfSpouse,ConfFriend,ConfAcq,ClosePar,CloseInLaws,CloseSpouse,CloseFriend,CloseAcq,CommStrPar,CommStrInLaw,CommStrSpouse,CommStrFriend,CommStrAcq,SuppPar,SuppInLaws,SuppSpouse,SuppFriend,SuppAcq,Race,SibCous,RelDist_1_z,RelCont_1_z,RelTalk_1_z,RelPhone_1_z,RelDist_2_z,RelCont_2_z,RelTalk_2_z,RelPhone_2_z,ConfInLaws,RelDist_3_z,RelCont_3_z,RelTalk_3_z,RelPhone_3_z,RelDist_4_z,RelCont_4_z,RelTalk_4_z,RelPhone_4_z,RelDist_5_z,RelCont_5_z,RelTalk_5_z,RelPhone_5_z,RelDist_6_z,RelCont_6_z,RelTalk_6_z,RelPhone_6_z,RelDist_7_z,RelCont_7_z,RelTalk_7_z,RelPhone_7_z,IND_C,COL_C,ParentsTime_Z,InlawsTime_Z,SpouseTime_Z,FriendTime_Z,AcqTime_Z,ParentsMoney_Z,InlawsMoney_Z,SpouseMoney_Z,FriendMoney_Z,AcqMoney_Z
63eeef59-c4ec-1b5b-e6b5-c91956cfe275,0,0,0,1,0,3,1,8,1,1,0,2000,0,0,0,5,5,6,5,5,3,5,2,4,4,5,6,2,1,1,3,3,8,9,9,9,7,4,5,5,2,1,2,2,5,2,1,5,5,5,5,4,5,5,3,3,2,8,8,9,8,8,8,8,8,8,8,8,9,8,9,9,8,7,8,7,8,5,5,5,5,5,6,7,7,7,4,4,5,5,3,3,5,0,1,0,0,0,0,0,0,NA,187,42,0,0,0,0,0,1,1,NA,25,6,22,1,NA,1,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,4,1,5,4.285714285714286,-0.3845402644341424,4.25,0.3131121083067946,-0.4157465073571801,-0.6073932168761828,5,5,4.5,4,2.5,8,8,8.25,8,8.25,5,5.333333333333333,7,4.333333333333333,3.6666666666666665,2,0,-0.932531361823596,0.30000897697339546,0.35089727068878956,-1.2565359435751589,-1.4000505279035187,0.7996350041942818,1.3835715124285797,-0.8271624522162505,-0.01100161587422698,-0.7256029710556304,0.546393635933351,0.6609806867036937,0.7706770816457642,NA,NA,NA,NA,NA,NA,NA,NA,-0.0842302066208959,0.747481211923483,-1.077414469349755,-1.2488225653815526,0.04899974301791383,0.23585624372918287,-1.293908662138044,-1.4205201921137838,-0.09626168224299025,-0.511348464619493,-0.20352781282935065,-0.6814932358488155,1.2285559548536078,-0.39540837021294123,0.08090686175430303,-1.2726407542693374,5.813449271438487,-1.3582559540199597,-0.7746205444845401,-0.5516329962418856
63eef051-445e-787f-f744-5a9cd6b830fa,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,4,4,5,5,4,4,3,4,4,4,5,1,3,3,3,2,4,6,7,3,2,4,3,2,3,1,4,5,4,3,3,5,5,3,5,5,5,3,7,4,5,6,5,4,2,1,0,3,3,3,4,4,5,3,7,6,3,8,7,6,5,5,5,4,4,3,2,2,2,5,6,4,5,4,4,4,5,0,1,1,0,0,0,0,0,NA,187,25,0,0,0,0,0,1,1,NA,1,2,1,1,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,4,1,4,4.142857142857143,-0.5068715062353235,4.25,-0.549938888149996,-0.699535509180961,-0.8633400685156218,5,4,5,5,4.5,3.25,5.25,4.25,4.5,4,4.666666666666667,3,3,5,4,8,1,-1.4193675874815024,-1.1758972545738826,0.35089727068878956,0.21688154642530155,-0.42231032317089745,-0.38315843950976,-0.07857319700211698,1.4210226743202257,0.1342451786593628,0.31516088641810214,-0.4700416868072931,-1.9423910977366228,-0.10248365447417047,-0.5500898365654888,-1.0912747734748771,0.5219077780630141,-0.41458275379003806,NA,NA,NA,NA,-0.0842302066208959,-2.034448863756959,-0.26840851692572854,-0.4110544494202602,-0.5028920993943791,-1.8327190086497152,-1.293908662138044,0.17615949611965115,-1.0962616822429903,-0.6542056074766354,-1.4246946898054544,3.9729605664377763,-1.4610703810918866,-1.0488245186729368,-0.5724542105257288,-1.2726407542693374,-0.9847548044290559,-1.3582559540199597,-0.7746205444845401,-0.5516329962418856
63eef01b-6579-2a54-1417-456d9a85466d,0,0,0,1,0,7,0,7,0,0,1000,0,1000,0,0,3,3,4,3,4,5,3,5,3,3,5,6,7,1,6,4,2,9,9,9,9,9,3,3,5,3,4,3,1,4,3,2,6,6,1,1,5,3,3,2,1,1,10,1,8,6,6,10,2,10,10,10,7,2,5,3,2,9,1,7,6,3,7,7,7,1,2,1,7,7,7,6,5,6,4,4,4,5,1,0,0,0,0,0,0,0,NA,187,43,0,0,0,0,0,1,1,NA,20,1,19,1,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,4,1,3.2,4.428571428571429,0.31455501680703063,3.5,0.7452993351978938,0.13250204168514762,0.21193132277496451,6,1,4,2.5,1,9,1.5,7.5,6.25,5.25,7,1.3333333333333333,7,5.666666666666667,4,1,0,1.5016497664659372,0.6689855348602151,-0.392588035523101,-0.5198271985749287,-1.4000505279035187,0.7996350041942818,-0.07857319700211698,-1.576557494395076,-0.5638865537766075,1.876306672628701,0.546393635933351,0.6609806867036937,-0.10248365447417047,NA,NA,NA,NA,NA,NA,NA,NA,0.46198992116309623,0.747481211923483,-0.26840851692572854,-0.4110544494202602,-0.5028920993943791,1.063286344680742,0.9095113938105612,-0.6221803479970663,-1.89626168224299,-0.3684913217623498,1.4246946898054544,-1.1986547694362146,0.892352662860421,-1.0488245186729368,-0.5724542105257288,1.1621860861980415,-0.9847548044290559,0.5305397712401051,-0.7746205444845401,-0.5516329962418856
63eef071-19d5-f9cc-588b-6d6e89a84345,1,0,1,1,0,2,0,4,4,0,300,300,300,300,500,7,4,1,7,3,3,5,5,5,4,3,5,1,2,1,2,1,8,9,6,7,8,3,3,5,4,1,3,1,5,5,1,2,3,1,1,7,7,7,7,1,1,9,0,10,10,0,8,0,10,10,0,6,0,10,10,0,0,0,10,10,4,3,3,5,2,5,2,1,4,4,4,6,6,4,6,7,1,1,0,0,0,0,0,0,0,NA,187,22,0,0,0,0,0,1,1,NA,5,2,1,1,NA,1,NA,2,NA,2,NA,4,NA,1,NA,1,NA,1,NA,0,1,4.8,4,-0.5079434611515341,3.75,-0.06805113772094692,0.24870001757310084,-0.7799103754633843,2.5,1,7,7,1,5.75,0,10,10,1,3.6666666666666665,3,3,5.333333333333333,5.666666666666667,1,1,-1.4193675874815024,0.30000897697339546,-0.392588035523101,-0.5198271985749287,-0.911180425537208,0.7996350041942818,-0.07857319700211698,-1.576557494395076,-0.44166902818502984,-0.7256029710556304,-0.9782593481776152,0.6609806867036937,0.7706770816457642,-1.620332647842562,-0.2243175923253914,-0.23965153074322065,-0.41458275379003806,NA,NA,NA,NA,-0.6304503344048881,-0.17982881330333095,0.5405974354982979,1.2644817825023245,-1.0547839418066718,0.6495712942049625,-1.293908662138044,-1.4205201921137838,-0.29626168224299043,-0.7970627503337786,-0.610583438488052,-1.1986547694362146,-0.11625721311913942,1.5648400751670453,-0.5724542105257288,-0.5421927021291238,0.03497580695107552,-0.7916172364419403,0.45651870777835724,2.3726996730943095
63eef0fc-fbbe-c4de-507f-8a21f502a9d2,1,1,1,1,0,0,0,9,2,0,0,0,1000,1000,0,6,7,7,6,6,5,7,7,6,3,7,5,7,1,1,1,7,1,1,9,9,9,1,5,5,4,2,5,4,5,4,1,1,6,1,1,7,7,4,4,2,2,0,7,10,8,6,0,0,10,9,8,0,0,7,7,7,4,8,9,10,8,7,6,1,2,1,1,7,7,7,6,6,6,7,6,6,1,1,0,0,0,0,0,0,0,NA,187,25,0,0,0,0,0,1,1,NA,2,0,3,1,NA,2,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,4,1,5.8,6.142857142857143,-0.4267863795724387,2.75,0.3131121083067946,0.13453046294348325,0.3349744887697171,3.5,1,7,4,2,1,3.75,9,8.5,7.25,4.666666666666667,1.3333333333333333,7,6,6.333333333333333,1,1,1.5016497664659372,-2.2828269282343414,-1.8795586479468824,0.9535902914255318,-1.4000505279035187,-2.354480845683163,1.3835715124285797,0.6716276321414002,-0.42483305725417553,-0.7256029710556304,0.546393635933351,0.6609806867036937,0.7706770816457642,1.5903957859886575,0.6426395888240942,-1.76277014835569,-1.9544615535816083,NA,NA,NA,NA,-1.1766704621888802,0.747481211923483,0.5405974354982979,0.4267136665410322,2.2565671126670854,1.063286344680742,-0.5594353101551754,-1.4205201921137838,0.7037383177570096,1.3457943925233646,-1.4246946898054544,-1.1986547694362146,1.5647592468467946,0.2580077782470543,-0.5724542105257288,-1.2726407542693374,-0.9847548044290559,0.5305397712401051,3.329176963058451,-0.5516329962418856
63eeefa9-7fbc-bec8-4db9-8ae51bcd2072,1,1,1,1,1,4,4,4,1,0,0,0,2000,0,0,5,3,5,3,3,3,7,5,1,7,7,7,3,4,1,1,3,9,9,9,9,9,4,2,5,3,2,4,2,5,3,2,7,7,5,5,7,7,4,5,4,4,10,10,10,5,3,10,10,10,10,7,10,10,10,5,2,10,10,10,5,2,7,7,7,7,5,4,7,7,7,7,7,6,4,4,4,6,1,0,0,0,0,0,0,0,NA,187,44,0,0,0,0,0,1,1,NA,22,6,20,1,NA,1,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,4,1,5.4,4.142857142857143,0.19776730395215425,4.25,0.3131121083067946,-0.2771630541528465,-0.01733239261339646,7,5,7,4.5,4,10,10,10,6.25,3.5,7,5.333333333333333,7,6.666666666666667,4,1,1,-0.4456951361656892,0.6689855348602151,0.35089727068878956,0.21688154642530155,0.06655977919541317,0.7996350041942818,-0.8096455517174652,-0.8271624522162505,-0.1926533051360052,-0.7256029710556304,0.546393635933351,0.6609806867036937,0.7706770816457642,1.0552743803501208,0.6426395888240942,-0.23965153074322065,-0.41458275379003806,NA,NA,NA,NA,-1.1766704621888802,0.747481211923483,-0.26840851692572854,-0.4110544494202602,0.04899974301791383,1.063286344680742,-0.5594353101551754,-0.6221803479970663,0.3037383177570101,-0.6542056074766354,0.20352781282935065,0.8699913649133817,-0.11625721311913942,-0.39540837021294123,-0.5724542105257288,-1.2726407542693374,-0.9847548044290559,2.41933549650017,-0.7746205444845401,-0.5516329962418856
63eef126-6b8e-4d9f-f4f6-009689f4891e,1,0,0,0,0,10,4,0,0,0,1000,1000,0,0,0,3,3,3,2,4,4,4,2,4,2,4,6,4,2,2,3,3,3,4,4,3,3,2,4,3,5,5,3,4,4,2,3,4,6,4,5,3,6,3,7,3,5,6,4,3,1,6,2,7,5,4,6,5,3,4,3,6,4,3,3,7,8,4,4,6,6,4,7,3,5,4,3,1,5,1,4,6,5,0,1,0,0,0,0,0,0,NA,187,26,0,0,0,0,0,1,1,NA,5,15,5,1,NA,1,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,1,1,2.8,3.857142857142857,-0.7899083158196012,3.5,-0.8442499676585944,-0.5044745619592709,0.11253500668926476,5,4.5,4.5,5,4,4.25,4.25,3.75,3.75,6.5,4.666666666666667,5.666666666666667,4,3,3.6666666666666665,2,1,0.0411410894922174,-1.5448738124607022,-1.1360733417349915,-0.5198271985749287,-0.911180425537208,-1.1716874019791212,0.6524991577132312,0.6716276321414002,-0.1896852594154245,-0.20522104231876412,-1.9946946709182591,-1.074600502923184,-0.10248365447417047,-0.01496843092695227,-1.5247533640496198,-1.0012108395494554,-0.41458275379003806,NA,NA,NA,NA,-0.0842302066208959,-2.034448863756959,1.349603387922324,-1.2488225653815526,0.04899974301791383,-1.4190039581739358,1.6439847457934298,0.17615949611965115,-2.2962616822429904,-0.9399198931909214,2.6458615667815586,0.8699913649133817,-1.4610703810918866,-1.0488245186729368,-0.5724542105257288,1.1621860861980415,2.4143472335047154,-1.3582559540199597,-0.7746205444845401,-0.5516329962418856
63eef170-8478-f6f3-7af1-e5d82e501f81,0,0,0,1,0,4,3,5,2,0,350,400,750,320,180,3,5,5,5,5,5,6,4,4,5,3,5,2,3,1,3,3,8,9,8,7,5,3,3,5,4,2,4,4,5,4,3,6,5,4,3,7,7,4,5,3,3,7,5,9,6,4,10,10,9,7,5,6,5,9,5,4,8,7,9,8,5,6,6,5,6,4,4,6,7,7,5,6,5,4,5,4,1,1,0,0,0,0,0,0,0,NA,187,27,0,1,0,0,0,0,1,NA,3,2,4,1,NA,1,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,3,1,4.8,4.428571428571429,-0.202057218487,4.75,0.18605769296421412,0.17581302052877582,-0.23146248205999673,5.5,3.5,7,4.5,3,7.75,6.75,9,6.5,4.5,5.666666666666667,4.666666666666667,6.666666666666667,5.333333333333333,4.333333333333333,1,0,-0.932531361823596,0.30000897697339546,-0.392588035523101,0.21688154642530155,-0.42231032317089745,0.7996350041942818,-0.07857319700211698,0.6716276321414002,0.2425947790406669,-0.7256029710556304,0.03817597456302898,0.6609806867036937,0.7706770816457642,NA,NA,NA,NA,NA,NA,NA,NA,-0.0842302066208959,-0.17982881330333095,0.5405974354982979,0.4267136665410322,0.04899974301791383,-0.5915738572223764,-0.5594353101551754,0.17615949611965115,-0.29626168224299043,-0.3684913217623498,0.20352781282935065,0.3528298313259826,0.2199460788740474,0.2580077782470543,-0.5724542105257288,-0.42045136010575485,0.37488601074445266,0.05834083992508887,0.538594657929217,0.5011267647191445
63eef1d0-c75a-23cf-01d0-5a28b5c8b928,1,0,1,1,0,3,2,5,2,0,500,300,600,300,0,3,3,5,3,3,4,4,3,4,5,5,4,4,4,4,4,3,1,6,7,7,8,2,4,5,5,5,3,4,3,3,4,5,6,4,6,4,5,5,6,5,5,6,8,8,6,7,4,7,7,6,5,5,6,7,5,9,6,9,9,7,7,5,6,6,4,6,6,4,5,5,4,6,7,4,6,5,2,0,0,0,1,0,0,0,0,NA,187,23,0,0,0,0,0,1,1,NA,1,4,1,1,NA,2,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,4,1,4,3.7142857142857144,-0.974396594763011,4.5,0.01270935611431597,0.3051775115904573,0.8292637808131686,5.5,5,4.5,5.5,5,5.25,7.5,7.75,6,7,5.666666666666667,5.333333333333333,4.666666666666667,5.666666666666667,5,4,1,0.0411410894922174,-2.2828269282343414,-1.1360733417349915,-0.5198271985749287,0.06655977919541317,-0.38315843950976,0.6524991577132312,0.6716276321414002,0.2518820323850711,0.8355428151549684,-0.4700416868072931,0.6609806867036937,-0.9756443905941052,0.5201529747115843,-0.2243175923253914,1.2834670868692488,-1.1845221536858233,NA,NA,NA,NA,0.46198992116309623,-0.17982881330333095,1.349603387922324,-0.4110544494202602,0.04899974301791383,0.6495712942049625,1.6439847457934298,0.9744993402363686,-1.0962616822429903,-1.0827770360480642,-0.20352781282935065,-0.16433170226141644,0.2199460788740474,0.2580077782470543,-0.5724542105257288,-0.055227334035647994,0.03497580695107552,-0.22497851886392087,0.45651870777835724,-0.5516329962418856
63eef148-9284-e37a-9639-f6fe68c86130,1,1,0,1,0,0,0,14,0,0,0,0,2000,0,0,7,7,7,7,1,1,1,7,7,7,7,7,4,7,3,1,1,9,1,9,9,9,3,1,3,2,2,3,1,3,2,2,3,5,4,4,4,5,4,4,4,5,5,6,6,6,6,4,6,7,6,7,4,6,8,5,6,4,5,5,7,6,5,5,5,3,4,5,2,5,6,3,6,6,1,4,5,4,1,0,0,0,0,0,0,0,NA,187,45,0,0,0,0,1,0,1,NA,25,0,20,1,NA,1,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,4,1,5.8,5.285714285714286,-0.0505721524363993,2.5,-0.297172592791459,-0.6888565712491761,-0.29327831381954284,4,4,4.5,4,4.5,4.25,5.75,6.5,6,6.25,5,4,4.333333333333333,5,3.3333333333333335,1,1,0.0411410894922174,0.6689855348602151,-0.392588035523101,-0.5198271985749287,1.5331700862943451,-2.354480845683163,-1.5407179064328134,-1.576557494395076,-0.9846465400541768,0.31516088641810214,0.546393635933351,-1.074600502923184,-0.9756443905941052,-0.01496843092695227,0.6426395888240942,-0.23965153074322065,-1.9544615535816083,NA,NA,NA,NA,-1.1766704621888802,0.747481211923483,-1.077414469349755,-1.2488225653815526,-1.0547839418066718,1.063286344680742,-0.5594353101551754,-0.6221803479970663,0.7037383177570096,0.488651535380507,-1.4246946898054544,-1.1986547694362146,3.245775706812729,-1.0488245186729368,-0.5724542105257288,-1.2726407542693374,-0.9847548044290559,2.41933549650017,-0.7746205444845401,-0.5516329962418856
63eef1db-b573-e277-ebad-2111b88ececf,0,0,0,1,1,2,2,1,5,4,800,800,400,0,0,7,7,7,7,3,7,7,7,7,7,6,5,4,2,1,2,2,6,9,9,7,7,1,1,3,4,4,2,2,4,3,3,1,5,4,4,5,7,5,4,4,4,6,6,6,6,7,5,6,7,6,6,6,6,7,6,7,6,6,6,6,6,4,4,3,4,4,4,4,4,4,4,4,4,5,3,2,5,1,0,0,0,0,0,0,0,NA,187,45,1,1,1,0,0,0,1,NA,18,9,13,1,NA,2,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,4,1,7,6,-0.8832244102075169,3.5,-0.3390733731299085,-0.17018404040754534,0.20465875856625407,3,4,6,4.5,4,5.75,6,6.5,6,6.5,3.6666666666666665,4,4,4,3.3333333333333335,1,0,0.0411410894922174,-0.4379441388002436,-1.8795586479468824,-1.2565359435751589,-0.911180425537208,0.7996350041942818,-1.5407179064328134,-0.8271624522162505,-0.6198564449979975,-0.7256029710556304,0.546393635933351,-1.074600502923184,-0.10248365447417047,NA,NA,NA,NA,NA,NA,NA,NA,-0.6304503344048881,-0.17982881330333095,0.5405974354982979,-0.4110544494202602,-0.5028920993943791,0.23585624372918287,0.9095113938105612,0.17615949611965115,1.9037383177570097,1.2029372496662214,-0.610583438488052,-0.16433170226141644,-1.1248670890986998,2.2182562236270407,2.0409900785943984,0.6752207181045657,1.7345268259179611,-0.6027376639159339,-0.7746205444845401,-0.5516329962418856
63eef1b1-24ff-8add-68ac-8d55d4654974,0,0,1,1,0,3,3,3,3,2,500,400,400,300,400,1,7,6,4,6,7,4,6,5,6,6,7,6,5,7,6,4,9,9,8,9,9,5,3,4,4,5,5,5,4,4,5,6,7,6,7,6,6,6,6,6,6,8,8,8,9,8,8,9,9,9,8,7,9,7,8,8,7,8,8,8,9,6,7,6,7,6,7,5,6,6,3,7,7,4,6,7,6,1,0,0,0,0,0,0,0,NA,187,39,1,1,0,1,0,0,1,NA,16,5,17,1,NA,1,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,4,1,4.2,6.285714285714286,0.9329429859986144,5.5,0.5313927533361702,0.8173056226734734,1.2702504650643662,6.5,6.5,6,6,6,7.5,8.5,8,8.5,8.25,6.333333333333333,6.666666666666667,5.666666666666667,5.666666666666667,5.666666666666667,1,0,1.0148135408080303,0.6689855348602151,1.09438257690068,0.9535902914255318,0.5554298815617238,0.7996350041942818,-0.07857319700211698,1.4210226743202257,0.6743785907685286,2.3966886013655673,0.03817597456302898,-0.20680990810974512,-0.10248365447417047,NA,NA,NA,NA,NA,NA,NA,NA,1.5544301767310804,0.747481211923483,0.5405974354982979,0.4267136665410322,0.6008915854302067,1.063286344680742,1.6439847457934298,1.772839184353086,-0.8962616822429901,1.488651535380507,-0.20352781282935065,0.3528298313259826,-0.4524605051123262,0.9114239267070497,0.7342679340343349,-0.055227334035647994,0.37488601074445266,-0.6027376639159339,0.45651870777835724,1.7878331392270705
63eef1bd-03c7-877f-8f68-7bc1f82ed04d,1,1,1,1,0,4,0,5,1,0,200,200,1200,200,0,5,5,5,4,5,4,4,5,5,5,6,5,2,5,6,3,2,8,7,9,8,4,3,4,4,2,2,3,3,5,4,2,6,4,5,6,6,6,4,7,5,5,5,8,9,6,5,3,7,10,6,5,6,5,6,6,8,4,6,6,6,7,2,5,6,5,6,6,5,4,3,7,6,6,6,4,5,3,0,0,0,0,1,0,0,0,NA,187,37,0,0,0,0,1,0,1,NA,7,2,6,1,NA,2,NA,2,NA,2,NA,1,NA,2,NA,1,NA,1,NA,3,1,4.6,5,-0.3862344047370575,4.75,0.7466418705245178,-0.11277620252988566,-0.6724491663111942,5,5.5,6,5.5,5,4.5,6.5,7.75,6,6.25,4.333333333333333,5.666666666666667,4,6.333333333333333,5,5,1,-0.932531361823596,0.30000897697339546,-0.392588035523101,-0.5198271985749287,0.5554298815617238,0.01110604172492056,0.6524991577132312,-0.07776741003742517,0.2853169177406126,1.876306672628701,0.546393635933351,-0.20680990810974512,0.7706770816457642,-1.0852112422040254,0.20916099824935144,-0.23965153074322065,-0.41458275379003806,NA,NA,NA,NA,-0.0842302066208959,0.283826199310076,-1.077414469349755,0.4267136665410322,-0.5028920993943791,-1.0052889076981562,-0.5594353101551754,-0.6221803479970663,-0.4962616822429906,0.2029372496662214,0.20352781282935065,-1.1986547694362146,0.2199460788740474,-0.39540837021294123,-0.5724542105257288,-0.7856753861758617,-0.3049343968423016,0.908298916292118,0.04613895702405814,-0.5516329962418856
63eef25e-15c1-175a-9f82-324d071c6d9c,0,0,0,1,0,10,1,1,1,1,1600,100,100,100,100,5,6,4,5,5,6,6,5,6,5,7,6,2,4,2,3,2,9,4,7,7,7,4,2,2,4,4,2,1,2,2,2,7,6,2,3,5,5,5,5,5,6,8,1,3,5,6,9,2,5,8,5,2,2,3,2,3,8,3,4,5,7,6,6,6,2,2,2,2,4,4,5,6,6,6,5,6,2,1,0,0,0,0,0,0,0,NA,187,40,0,0,0,0,0,1,1,NA,4,4,3,2,NA,2,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,4,1,5,5.857142857142857,-0.2922961249624375,2.75,-1.11661473839418,-0.2430710374518704,0.0050737975370747,6.5,2.5,5,5,5.5,6.75,2,3.75,5,5.25,6,2,3.3333333333333335,5.666666666666667,5.666666666666667,1,0,-0.932531361823596,0.6689855348602151,0.35089727068878956,-1.2565359435751589,0.06655977919541317,-1.1716874019791212,-0.8096455517174652,-1.576557494395076,-0.8728326672240623,-0.20522104231876412,-0.4700416868072931,-1.9423910977366228,-1.84880512671404,NA,NA,NA,NA,NA,NA,NA,NA,-0.0842302066208959,-0.17982881330333095,0.5405974354982979,-1.2488225653815526,-0.5028920993943791,0.23585624372918287,0.9095113938105612,-0.6221803479970663,-0.09626168224299025,1.0600801068090782,2.6458615667815586,-0.6814932358488155,-1.1248670890986998,-0.39540837021294123,0.08090686175430303,2.623082190478469,-0.6448446006356787,-1.1693763814939533,-0.364240793730241,0.033233537625353374
63eef216-baf1-8366-fd18-abb10dc45a65,0,0,0,1,0,3,2,8,1,0,500,500,1000,0,0,1,4,1,2,7,4,5,7,7,7,7,7,1,5,1,2,1,9,9,9,9,6,5,5,5,3,3,4,4,5,4,5,7,7,7,5,7,7,7,5,1,1,10,10,10,7,0,10,10,10,10,5,10,10,10,7,3,10,10,10,7,0,7,7,7,7,7,7,7,7,7,6,7,7,4,4,4,4,0,0,0,1,0,0,0,0,NA,187,28,0,0,0,0,0,1,1,NA,6,10,6,1,NA,1,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,4,1,3.2,6.142857142857143,0.14022051767617358,5.75,0.3131121083067946,0.06883400678347466,0.1788086194068776,7,6,7,6,1,10,10,10,7.75,2,7,7,7,6.666666666666667,4,4,0,-1.4193675874815024,0.6689855348602151,1.09438257690068,0.21688154642530155,0.5554298815617238,0.7996350041942818,1.3835715124285797,0.6716276321414002,0.8525660075814963,-0.7256029710556304,0.546393635933351,0.6609806867036937,0.7706770816457642,NA,NA,NA,NA,NA,NA,NA,NA,-0.6304503344048881,0.747481211923483,-0.26840851692572854,0.4267136665410322,-1.0547839418066718,-0.1778588067465968,0.17503804182769292,1.772839184353086,-1.89626168224299,1.3457943925233646,-0.20352781282935065,-0.16433170226141644,1.2285559548536078,-0.39540837021294123,-0.5724542105257288,-0.055227334035647994,0.7147962145378298,0.5305397712401051,-0.7746205444845401,-0.5516329962418856
63eef24b-69a3-fc8e-7cc1-9064f35953f8,1,1,1,1,1,3,2,2,3,2,200,300,300,500,400,5,4,4,4,3,3,5,4,2,4,4,6,7,6,5,4,5,5,5,4,4,8,3,3,4,4,4,4,3,4,3,4,6,5,5,6,5,4,4,5,5,5,6,6,5,7,6,4,7,6,8,8,8,8,8,6,7,6,7,7,8,9,5,5,5,5,4,4,4,3,6,4,3,5,5,5,5,6,1,0,0,0,0,0,0,0,NA,187,40,0,0,0,0,0,1,1,NA,15,3,14,1,NA,1,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,4,1,4.4,3.7142857142857144,0.12975564517026866,4.25,-0.237015872402585,-0.2448152359756045,0.921591364023598,5.5,5.5,4.5,4.5,5,6,7,6.5,7.25,7.5,5,4.333333333333333,4.333333333333333,4,5,1,1,1.5016497664659372,-0.8069206966870631,-0.392588035523101,0.21688154642530155,1.0442999839280345,-0.7774229207444406,-0.07857319700211698,-0.07776741003742517,0.02763411403601292,1.3559247438918347,-1.9946946709182591,-0.20680990810974512,-0.10248365447417047,-0.01496843092695227,-1.5247533640496198,0.5219077780630141,-0.41458275379003806,NA,NA,NA,NA,0.46198992116309623,-1.570793851143552,0.5405974354982979,-0.4110544494202602,1.1527834278424995,0.6495712942049625,0.9095113938105612,0.9744993402363686,-0.6962616822429899,-1.0827770360480642,-0.20352781282935065,-0.16433170226141644,-0.788663797105513,0.9114239267070497,0.7342679340343349,-0.7856753861758617,0.03497580695107552,-0.7916172364419403,1.2772782092869555,1.7878331392270705
