StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,RelCheck_1,RelCheck_2,RelCheck_3,RelCheck_4,RelCheck_5,TimeHelp_1,TimeHelp_2,TimeHelp_3,TimeHelp_4,TimeHelp_5,TimeHelp_6,TimeHelp_7,MoneyHelp_1,MoneyHelp_2,MoneyHelp_3,MoneyHelp_4,MoneyHelp_5,MoneyHelp_6,MoneyHelp_7,IndCol_1,IndCol_2,IndCol_3,IndCol_4,IndCol_5,IndCol_6,IndCol_7,IndCol_8,IndCol_9,IndCol_10,IndCol_11,IndCol_12,RelDist_1,RelDist_2,RelDist_3,RelDist_4,RelDist_5,RelDist_6,RelDist_7,RelCont_1,RelCont_2,RelCont_3,RelCont_4,RelCont_5,RelCont_6,RelCont_7,RelTalk_1,RelTalk_2,RelTalk_3,RelTalk_4,RelTalk_5,RelTalk_6,RelTalk_7,RelPhone_1,RelPhone_2,RelPhone_3,RelPhone_4,RelPhone_5,RelPhone_6,RelPhone_7,ParClose_1,ParClose_2,PPClose_1,PPClose_2,PartClose_1,PartClose_2,SibClose_1,SibClose_2,CousinClose_1,CousinClose_2,FriendClose_1,FriendClose_2,AcqClose_1,AcqClose_2,RelBen_1,RelBen_2,RelBen_3,RelBen_4,RelBen_5,RelBen_6,RelBen_7,RelHap_1,RelHap_2,RelHap_3,RelHap_4,RelHap_5,RelHap_6,RelHap_7,RelCost_1,RelCost_2,RelCost_3,RelCost_4,RelCost_5,RelCost_6,RelCost_7,RelPrior_1,RelPrior_2,RelPrior_3,RelPrior_4,RelPrior_5,RelPrior_6,RelPrior_7,ParSup_1,ParSup_2,ParSup_3,PPSup_1,PPSup_2,PPSup_3,PartSup_1,PartSup_2,PartSup_3,SibSup_1,SibSup_2,SibSup_3,CousinSup_1,CousinSup_2,CousinSup_3,FriendSup_1,FriendSup_2,FriendSup_3,AcqSup_1,AcqSup_2,AcqSup_3,Income,RaceEth_1,RaceEth_2,RaceEth_3,RaceEth_4,RaceEth_5,RaceEth_6,RaceEth_7,RaceEth_8,RaceEth_7_TEXT,country,Age,RelCheck2_1,RelCheck2_2,RelCheck2_3,RelCheck2_4,RelCheck2_5,RelCheck2_6,MarStat,MarStat_5_TEXT,RelLength_Text_1,RelLength_Text_2,MarLength,Living,Living_5_TEXT,Child,Child_3_TEXT,GenderID,GenderID_8_TEXT,GAB,GAB_5_TEXT,SexOr,SexOr_9_TEXT,SpGenderID,SpGenderID_8_TEXT,SpGAB,SpGAB_5_TEXT,SpSexOr,SpSexOr_9_TEXT,Attention_Check,DataConsent,aid,Ind,Col,RelDist_1_z,RelCont_1_z,RelTalk_1_z,RelPhone_1_z,RelDist_2_z,RelCont_2_z,RelTalk_2_z,RelPhone_2_z,RelDist_3_z,RelCont_3_z,RelTalk_3_z,RelPhone_3_z,RelDist_6_z,RelCont_6_z,RelTalk_6_z,RelPhone_6_z,RelDist_7_z,RelCont_7_z,RelTalk_7_z,RelPhone_7_z,ConfPar,ConfInLaw,ConfSpouse,ConfFriend,ConfAcq,ClosePar,CloseInLaws,CloseSpouse,CloseFriend,CloseAcq,CommStrPar,CommStrInLaw,CommStrSpouse,CommStrFriend,CommStrAcq,SuppPar,SuppInLaws,SuppSpouse,SuppFriend,SuppAcq,RelLength,Race,ParentsTime_Z,InlawsTime_Z,SpouseTime_Z,FriendTime_Z,AcqTime_Z,ParentsMoney_Z,InlawsMoney_Z,SpouseMoney_Z,FriendMoney_Z,AcqMoney_Z
2/16/2023 16:58,2/16/2023 18:39,0,100,6076,1,2/16/2023 18:39,R_2anO1C5BMn8MzJ0,anonymous,EN,1,1,1,1,1,1,4,1,4,2,NA,3,0,400,200,400,400,NA,400,200,5,3,5,6,5,5,5,5,6,3,3,5,7,2,1,7,NA,3,2,9,9,9,7,NA,9,6,2,1,2,2,NA,2,1,3,2,2,3,NA,3,2,6,6,5,5,7,7,6,6,NA,NA,6,6,4,4,8,7,9,8,NA,8,4,9,8,9,7,NA,8,6,7,6,7,6,NA,7,3,7,7,7,6,NA,5,3,6,6,6,5,5,5,5,6,5,5,5,5,NA,NA,NA,6,7,6,3,4,3,3,1,0,0,0,0,0,0,0,NA,187,40,0,0,0,0,0,1,1,NA,15,3,10,1,NA,2,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,3,1,63eed0ad-127e-7be4-48dc-a2e82b1f3add,4.8,4.571428571428571,1.5016497664659372,0.6689855348602151,-1.1360733417349915,-0.5198271985749287,-0.9111804255372081,0.7996350041942818,-1.5407179064328134,-0.8271624522162505,-0.7256029710556304,0.546393635933351,-1.9423910977366228,-1.84880512671404,-0.0842302066208959,0.747481211923483,-1.077414469349755,-0.4110544494202602,-0.5028920993943791,-0.1778588067465968,-1.293908662138044,-0.6221803479970663,0.12868369025405801,-0.6198564449979975,-0.9926013898932355,-0.206304478366857,-0.6492099790690216,6,5,7,6,4,7.75,7,8,7,4,6,5,5.333333333333333,6.333333333333333,3.3333333333333335,15.25,1,0.20352781282935065,-0.6814932358488155,-0.11625721311913942,0.9114239267070497,-0.5724542105257288,-0.2987100180823859,-0.3049343968423016,-0.6027376639159339,0.8668984585326563,0.6181000714925924
2/16/2023 19:09,2/16/2023 19:13,0,100,243,1,2/16/2023 19:13,R_1f9FCzOsRhjI9mu,anonymous,EN,1,0,0,0,1,0,2,4,2,NA,NA,2,4,400,400,200,NA,NA,400,600,6,5,5,7,6,5,6,5,6,5,6,5,5,3,5,NA,NA,6,4,8,8,8,NA,NA,7,7,5,4,4,NA,NA,3,3,4,4,4,NA,NA,3,3,6,6,6,5,6,5,NA,NA,NA,NA,5,4,5,5,7,7,4,NA,NA,6,8,8,7,8,NA,NA,8,8,7,8,8,NA,NA,8,9,6,7,6,NA,NA,6,7,6,5,5,4,6,6,6,6,6,NA,NA,NA,NA,NA,NA,5,6,6,6,6,6,4,0,0,0,0,1,0,0,0,NA,187,35,0,0,1,1,0,0,1,NA,7,11,8,1,NA,1,NA,2,NA,2,NA,1,NA,2,NA,1,NA,1,NA,4,1,63eeefa9-1217-f6ae-0576-f764793c47e6,5.8,5.428571428571429,0.527977315150124,0.30000897697339546,1.09438257690068,0.21688154642530155,-0.42231032317089745,0.40537052295960113,0.6524991577132312,0.6716276321414002,1.3559247438918347,0.038175974563028986,-0.20680990810974512,-0.10248365447417047,1.5544301767310804,-0.17982881330333095,-0.26840851692572854,-0.4110544494202602,0.6008915854302067,0.23585624372918287,0.17503804182769292,0.17615949611965115,0.5348126038623753,0.32679674741083375,0.271201788967737,0.17378459927044018,0.2969863417766834,6,5.5,5.5,4.5,5,7,7.25,6.5,7,8,5.333333333333333,5.333333333333333,6,5.666666666666667,6,7.916666666666667,5,-0.610583438488052,0.8699913649133817,-0.788663797105513,0.2580077782470543,2.0409900785943984,-0.2987100180823859,0.37488601074445266,-0.9804968089679468,0.8668984585326563,2.9575662069615483
2/16/2023 19:08,2/16/2023 19:15,0,100,469,1,2/16/2023 19:15,R_3elh9tZhaCS6Jgv,anonymous,EN,1,0,0,0,1,0,3,1,8,NA,NA,1,1,0,2000,0,NA,NA,0,0,5,5,6,5,5,3,5,2,4,4,5,6,2,1,1,NA,NA,3,3,8,9,9,NA,NA,9,7,4,5,5,NA,NA,2,1,2,2,5,NA,NA,2,1,5,5,5,5,4,5,NA,NA,NA,NA,5,3,3,2,8,8,9,NA,NA,8,8,8,8,8,NA,NA,8,8,8,9,8,NA,NA,9,9,8,7,8,NA,NA,7,8,5,5,5,5,5,6,7,7,7,NA,NA,NA,NA,NA,NA,4,4,5,5,3,3,5,0,1,0,0,0,0,0,0,NA,187,42,0,0,0,0,0,1,1,NA,25,6,22,1,NA,1,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,4,1,63eeef59-c4ec-1b5b-e6b5-c91956cfe275,5,4.285714285714286,-0.9325313618235959,0.30000897697339546,0.35089727068878956,-1.2565359435751589,-1.4000505279035187,0.7996350041942818,1.3835715124285795,-0.8271624522162505,-0.7256029710556304,0.546393635933351,0.6609806867036937,0.7706770816457642,-0.0842302066208959,0.747481211923483,-1.077414469349755,-1.2488225653815526,0.04899974301791383,0.23585624372918287,-1.293908662138044,-1.4205201921137838,-0.3845402644341424,-0.011001615874226989,0.3131121083067946,-0.4157465073571801,-0.6073932168761828,5,5,4.5,4,2.5,8,8,8.25,8,8.25,5,5.333333333333333,7,4.333333333333333,3.6666666666666665,25.5,2,-0.20352781282935065,-0.6814932358488155,1.2285559548536078,-0.39540837021294123,0.08090686175430303,-1.2726407542693374,5.813449271438487,-1.3582559540199597,-0.7746205444845401,-0.5516329962418856
2/16/2023 19:12,2/16/2023 19:16,0,100,219,1,2/16/2023 19:16,R_1K1kGnVj62ZMsxF,anonymous,EN,1,1,0,0,0,0,0,10,0,4,NA,0,0,0,0,0,2000,NA,0,0,3,4,4,5,5,4,4,3,4,4,4,5,1,3,3,3,NA,3,2,4,6,7,5,NA,3,2,4,3,2,4,NA,3,1,4,5,4,3,NA,3,3,5,5,3,5,5,5,3,4,NA,NA,3,7,4,5,6,5,4,3,NA,2,1,0,3,3,2,NA,3,4,4,5,3,2,NA,7,6,3,8,7,7,NA,6,5,5,5,4,4,3,2,2,2,5,5,6,5,NA,NA,NA,6,4,5,4,4,4,5,0,1,1,0,0,0,0,0,NA,187,25,0,0,0,0,0,1,1,NA,1,2,1,1,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,4,1,63eef051-445e-787f-f744-5a9cd6b830fa,4,4.142857142857143,-1.4193675874815024,-1.1758972545738826,0.35089727068878956,0.21688154642530155,-0.42231032317089745,-0.38315843950976003,-0.07857319700211698,1.4210226743202257,0.31516088641810214,-0.4700416868072931,-1.9423910977366228,-0.10248365447417047,-0.0842302066208959,-2.034448863756959,-0.26840851692572854,-0.4110544494202602,-0.5028920993943791,-1.8327190086497154,-1.293908662138044,0.17615949611965115,-0.5068715062353235,0.1342451786593628,-0.549938888149996,-0.699535509180961,-0.8633400685156218,5,4,5,5,4.5,3.25,5.25,4.25,4.5,4,4.666666666666667,3,3,5,4,1.1666666666666667,8,-1.4246946898054544,3.9729605664377763,-1.4610703810918866,-1.0488245186729368,-0.5724542105257288,-1.2726407542693374,-0.9847548044290559,-1.3582559540199597,-0.7746205444845401,-0.5516329962418856
2/16/2023 19:11,2/16/2023 19:19,0,100,473,1,2/16/2023 19:19,R_w60w2rSTj3ikGqJ,anonymous,EN,1,0,0,0,1,0,7,0,7,NA,NA,0,0,1000,0,1000,NA,NA,0,0,3,3,4,3,4,5,3,5,3,3,5,6,7,1,6,NA,NA,4,2,9,9,9,NA,NA,9,9,3,3,5,NA,NA,3,4,3,1,4,NA,NA,3,2,6,6,1,1,5,3,NA,NA,NA,NA,3,2,1,1,10,1,8,NA,NA,6,6,10,2,10,NA,NA,10,10,7,2,5,NA,NA,3,2,9,1,7,NA,NA,6,3,7,7,7,1,2,1,7,7,7,NA,NA,NA,NA,NA,NA,6,5,6,4,4,4,5,1,0,0,0,0,0,0,0,NA,187,43,0,0,0,0,0,1,1,NA,20,1,19,1,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,4,1,63eef01b-6579-2a54-1417-456d9a85466d,3.2,4.428571428571429,1.5016497664659372,0.6689855348602151,-0.392588035523101,-0.5198271985749287,-1.4000505279035187,0.7996350041942818,-0.07857319700211698,-1.576557494395076,1.876306672628701,0.546393635933351,0.6609806867036937,-0.10248365447417047,0.46198992116309623,0.747481211923483,-0.26840851692572854,-0.4110544494202602,-0.5028920993943791,1.0632863446807421,0.9095113938105613,-0.6221803479970663,0.31455501680703063,-0.5638865537766075,0.7452993351978938,0.13250204168514762,0.21193132277496451,6,1,4,2.5,1,9,1.5,7.5,6.25,5.25,7,1.3333333333333333,7,5.666666666666667,4,20.083333333333332,1,1.4246946898054544,-1.1986547694362146,0.892352662860421,-1.0488245186729368,-0.5724542105257288,1.1621860861980415,-0.9847548044290559,0.5305397712401051,-0.7746205444845401,-0.5516329962418856
2/16/2023 19:13,2/16/2023 19:21,0,100,463,1,2/16/2023 19:21,R_3fr9gEZjV1a1ug6,anonymous,EN,1,1,0,1,1,0,2,0,4,4,NA,4,0,300,300,300,300,NA,300,500,7,4,1,7,3,3,5,5,5,4,3,5,1,2,1,1,NA,2,1,8,9,6,7,NA,7,8,3,3,5,3,NA,4,1,3,1,5,3,NA,5,1,2,3,1,1,7,7,5,5,NA,NA,7,7,1,1,9,0,10,8,NA,10,0,8,0,10,5,NA,10,0,6,0,10,1,NA,10,0,0,0,10,5,NA,10,4,3,3,5,2,5,2,1,4,4,2,6,6,NA,NA,NA,4,6,6,4,6,7,1,1,0,0,0,0,0,0,0,NA,187,22,0,0,0,0,0,1,1,NA,5,2,1,1,NA,1,NA,2,NA,2,NA,4,NA,1,NA,1,NA,1,NA,0,1,63eef071-19d5-f9cc-588b-6d6e89a84345,4.8,4,-1.4193675874815024,0.30000897697339546,-0.392588035523101,-0.5198271985749287,-0.9111804255372081,0.7996350041942818,-0.07857319700211698,-1.576557494395076,-0.7256029710556304,-0.9782593481776152,0.6609806867036937,0.7706770816457642,-0.6304503344048881,-0.17982881330333095,0.5405974354982979,1.2644817825023245,-1.0547839418066718,0.6495712942049625,-1.293908662138044,-1.4205201921137838,-0.5079434611515341,-0.44166902818502984,-0.06805113772094692,0.24870001757310084,-0.7799103754633843,2.5,1,7,7,1,5.75,0,10,10,1,3.6666666666666665,3,3,5.333333333333333,5.666666666666667,5.166666666666667,1,-0.610583438488052,-1.1986547694362146,-0.11625721311913942,1.5648400751670453,-0.5724542105257288,-0.5421927021291238,0.03497580695107552,-0.7916172364419403,0.45651870777835724,2.3726996730943095
2/16/2023 19:15,2/16/2023 19:23,0,100,454,1,2/16/2023 19:23,R_1plpsdyoC811cKS,anonymous,EN,1,1,1,1,1,0,0,0,9,3,NA,2,0,0,0,1000,0,NA,1000,0,6,7,7,6,6,5,7,7,6,3,7,5,7,1,1,7,NA,1,7,1,1,9,9,NA,9,9,1,5,5,1,NA,4,2,5,4,5,1,NA,4,1,1,6,1,1,7,7,7,7,NA,NA,4,4,2,2,0,7,10,4,NA,8,6,0,0,10,10,NA,9,8,0,0,7,9,NA,7,7,4,8,9,9,NA,10,8,7,6,1,2,1,1,7,7,7,3,3,3,NA,NA,NA,6,6,6,7,6,6,1,1,0,0,0,0,0,0,0,NA,187,25,0,0,0,0,0,1,1,NA,2,0,3,1,NA,2,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,4,1,63eef0fc-fbbe-c4de-507f-8a21f502a9d2,5.8,6.142857142857143,1.5016497664659372,-2.2828269282343414,-1.8795586479468822,0.9535902914255318,-1.4000505279035187,-2.354480845683163,1.3835715124285795,0.6716276321414002,-0.7256029710556304,0.546393635933351,0.6609806867036937,0.7706770816457642,-1.1766704621888802,0.747481211923483,0.5405974354982979,0.4267136665410322,2.2565671126670854,1.0632863446807421,-0.5594353101551754,-1.4205201921137838,-0.4267863795724387,-0.42483305725417553,0.3131121083067946,0.13453046294348325,0.3349744887697171,3.5,1,7,4,2,1,3.75,9,8.5,7.25,4.666666666666667,1.3333333333333333,7,6,6.333333333333333,2,1,-1.4246946898054544,-1.1986547694362146,1.5647592468467946,0.2580077782470543,-0.5724542105257288,-1.2726407542693374,-0.9847548044290559,0.5305397712401051,3.329176963058451,-0.5516329962418856
2/16/2023 19:10,2/16/2023 19:23,0,100,764,1,2/16/2023 19:23,R_1gcL1zPv04hRgdz,anonymous,EN,1,1,1,1,1,1,4,4,4,1,NA,1,0,0,0,2000,0,NA,0,0,5,3,5,3,3,3,7,5,1,7,7,7,3,4,1,6,NA,1,3,9,9,9,9,NA,9,9,4,2,5,3,NA,3,2,4,2,5,3,NA,3,2,7,7,5,5,7,7,5,5,NA,NA,4,5,4,4,10,10,10,7,NA,5,3,10,10,10,10,NA,10,7,10,10,10,5,NA,5,2,10,10,10,7,NA,5,2,7,7,7,7,5,4,7,7,7,7,7,6,NA,NA,NA,7,7,6,4,4,4,6,1,0,0,0,0,0,0,0,NA,187,44,0,0,0,0,0,1,1,NA,22,6,20,1,NA,1,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,4,1,63eeefa9-7fbc-bec8-4db9-8ae51bcd2072,5.4,4.142857142857143,-0.44569513616568923,0.6689855348602151,0.35089727068878956,0.21688154642530155,0.06655977919541317,0.7996350041942818,-0.8096455517174652,-0.8271624522162505,-0.7256029710556304,0.546393635933351,0.6609806867036937,0.7706770816457642,-1.1766704621888802,0.747481211923483,-0.26840851692572854,-0.4110544494202602,0.04899974301791383,1.0632863446807421,-0.5594353101551754,-0.6221803479970663,0.19776730395215425,-0.1926533051360052,0.3131121083067946,-0.2771630541528465,-0.01733239261339646,7,5,7,4.5,4,10,10,10,6.25,3.5,7,5.333333333333333,7,6.666666666666667,4,22.5,1,0.20352781282935065,0.8699913649133817,-0.11625721311913942,-0.39540837021294123,-0.5724542105257288,-1.2726407542693374,-0.9847548044290559,2.41933549650017,-0.7746205444845401,-0.5516329962418856
2/16/2023 19:16,2/16/2023 19:23,0,100,418,1,2/16/2023 19:23,R_1GTCOloCMOTcvNq,anonymous,EN,1,1,0,0,0,0,10,4,0,0,NA,0,0,1000,1000,0,0,NA,0,0,3,3,3,2,4,4,4,2,4,2,4,6,4,2,2,4,NA,3,3,3,4,4,4,NA,3,3,2,4,3,2,NA,5,5,3,4,4,3,NA,2,3,4,6,4,5,3,6,4,5,NA,NA,3,7,3,5,6,4,3,2,NA,1,6,2,7,5,4,NA,4,6,5,3,4,4,NA,3,6,4,3,3,7,NA,7,8,4,4,6,6,4,7,3,5,4,5,4,5,NA,NA,NA,3,1,5,1,4,6,5,0,1,0,0,0,0,0,0,NA,187,26,0,0,0,0,0,1,1,NA,5,15,5,1,NA,1,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,1,1,63eef126-6b8e-4d9f-f4f6-009689f4891e,2.8,3.857142857142857,0.041141089492217404,-1.5448738124607022,-1.1360733417349915,-0.5198271985749287,-0.9111804255372081,-1.1716874019791212,0.6524991577132312,0.6716276321414002,-0.20522104231876412,-1.9946946709182591,-1.074600502923184,-0.10248365447417047,-0.0842302066208959,-2.034448863756959,1.3496033879223241,-1.2488225653815526,0.04899974301791383,-1.4190039581739358,1.6439847457934298,0.17615949611965115,-0.7899083158196012,-0.1896852594154245,-0.8442499676585944,-0.5044745619592709,0.11253500668926475,5,4.5,4.5,5,4,4.25,4.25,3.75,3.75,6.5,4.666666666666667,5.666666666666667,4,3,3.6666666666666665,6.25,2,2.6458615667815586,0.8699913649133817,-1.4610703810918866,-1.0488245186729368,-0.5724542105257288,1.1621860861980415,2.4143472335047154,-1.3582559540199597,-0.7746205444845401,-0.5516329962418856
2/16/2023 19:17,2/16/2023 19:24,0,100,432,1,2/16/2023 19:24,R_2fkA5J94kgLqaRS,anonymous,EN,1,0,0,0,1,0,4,3,5,NA,NA,2,0,350,400,750,NA,NA,320,180,3,5,5,5,5,5,6,4,4,5,3,5,2,3,1,NA,NA,3,3,8,9,8,NA,NA,7,5,3,3,5,NA,NA,4,2,4,4,5,NA,NA,4,3,6,5,4,3,7,7,NA,NA,NA,NA,4,5,3,3,7,5,9,NA,NA,6,4,10,10,9,NA,NA,7,5,6,5,9,NA,NA,5,4,8,7,9,NA,NA,8,5,6,6,5,6,4,4,6,7,7,NA,NA,NA,NA,NA,NA,5,6,5,4,5,4,1,1,0,0,0,0,0,0,0,NA,187,27,0,1,0,0,0,0,1,NA,3,2,4,1,NA,1,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,3,1,63eef170-8478-f6f3-7af1-e5d82e501f81,4.8,4.428571428571429,-0.9325313618235959,0.30000897697339546,-0.392588035523101,0.21688154642530155,-0.42231032317089745,0.7996350041942818,-0.07857319700211698,0.6716276321414002,-0.7256029710556304,0.038175974563028986,0.6609806867036937,0.7706770816457642,-0.0842302066208959,-0.17982881330333095,0.5405974354982979,0.4267136665410322,0.04899974301791383,-0.5915738572223764,-0.5594353101551754,0.17615949611965115,-0.20205721848699998,0.2425947790406669,0.18605769296421412,0.17581302052877582,-0.23146248205999673,5.5,3.5,7,4.5,3,7.75,6.75,9,6.5,4.5,5.666666666666667,4.666666666666667,6.666666666666667,5.333333333333333,4.333333333333333,3.1666666666666665,1,0.20352781282935065,0.3528298313259826,0.2199460788740474,0.2580077782470543,-0.5724542105257288,-0.42045136010575485,0.37488601074445266,0.05834083992508887,0.538594657929217,0.5011267647191445
2/16/2023 19:19,2/16/2023 19:25,0,100,391,1,2/16/2023 19:25,R_3kgEZsD4j6EyAkO,anonymous,EN,1,1,0,1,1,0,3,2,5,2,NA,2,0,500,300,600,300,NA,300,0,3,3,5,3,3,4,4,3,4,5,5,4,4,4,4,5,NA,4,3,1,6,7,7,NA,7,8,2,4,5,5,NA,5,5,3,4,3,2,NA,3,4,5,6,4,6,4,5,4,6,NA,NA,5,6,5,5,6,8,8,7,NA,6,7,4,7,7,6,NA,6,5,5,6,7,6,NA,5,9,6,9,9,8,NA,7,7,5,6,6,4,6,6,4,5,5,3,4,7,NA,NA,NA,4,6,7,4,6,5,2,0,0,0,1,0,0,0,0,NA,187,23,0,0,0,0,0,1,1,NA,1,4,1,1,NA,2,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,4,1,63eef1d0-c75a-23cf-01d0-5a28b5c8b928,4,3.7142857142857144,0.041141089492217404,-2.2828269282343414,-1.1360733417349915,-0.5198271985749287,0.06655977919541317,-0.38315843950976003,0.6524991577132312,0.6716276321414002,0.8355428151549684,-0.4700416868072931,0.6609806867036937,-0.9756443905941051,0.46198992116309623,-0.17982881330333095,1.3496033879223241,-0.4110544494202602,0.04899974301791383,0.6495712942049625,1.6439847457934298,0.9744993402363686,-0.974396594763011,0.2518820323850711,0.012709356114315978,0.3051775115904573,0.8292637808131686,5.5,5,4.5,5.5,5,5.25,7.5,7.75,6,7,5.666666666666667,5.333333333333333,4.666666666666667,5.666666666666667,5,1.3333333333333333,4,-0.20352781282935065,-0.16433170226141644,0.2199460788740474,0.2580077782470543,-0.5724542105257288,-0.055227334035647994,0.03497580695107552,-0.22497851886392087,0.45651870777835724,-0.5516329962418856
2/16/2023 19:16,2/16/2023 19:25,0,100,541,1,2/16/2023 19:25,R_2V47xjQpXZbjfqB,anonymous,EN,1,1,1,0,1,0,0,0,14,0,NA,0,0,0,0,2000,0,NA,0,0,7,7,7,7,1,1,1,7,7,7,7,7,4,7,3,4,NA,1,1,9,1,9,9,NA,9,9,3,1,3,3,NA,2,2,3,1,3,1,NA,2,2,3,5,4,4,4,5,4,3,NA,NA,4,4,4,5,5,6,6,6,NA,6,6,4,6,7,7,NA,6,7,4,6,8,6,NA,5,6,4,5,5,5,NA,7,6,5,5,5,3,4,5,2,5,6,2,5,6,NA,NA,NA,3,6,6,1,4,5,4,1,0,0,0,0,0,0,0,NA,187,45,0,0,0,0,1,0,1,NA,25,0,20,1,NA,1,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,4,1,63eef148-9284-e37a-9639-f6fe68c86130,5.8,5.285714285714286,0.041141089492217404,0.6689855348602151,-0.392588035523101,-0.5198271985749287,1.5331700862943451,-2.354480845683163,-1.5407179064328134,-1.576557494395076,0.31516088641810214,0.546393635933351,-1.074600502923184,-0.9756443905941051,-1.1766704621888802,0.747481211923483,-1.077414469349755,-1.2488225653815526,-1.0547839418066718,1.0632863446807421,-0.5594353101551754,-0.6221803479970663,-0.0505721524363993,-0.9846465400541768,-0.297172592791459,-0.6888565712491761,-0.29327831381954284,4,4,4.5,4,4.5,4.25,5.75,6.5,6,6.25,5,4,4.333333333333333,5,3.3333333333333335,25,1,-1.4246946898054544,-1.1986547694362146,3.245775706812729,-1.0488245186729368,-0.5724542105257288,-1.2726407542693374,-0.9847548044290559,2.41933549650017,-0.7746205444845401,-0.5516329962418856
2/16/2023 19:19,2/16/2023 19:26,0,100,413,1,2/16/2023 19:26,R_W2mJD2k1jZPtx4t,anonymous,EN,1,0,0,0,1,1,2,2,1,NA,NA,5,4,800,800,400,NA,NA,0,0,7,7,7,7,3,7,7,7,7,7,6,5,4,2,1,NA,NA,2,2,6,9,9,NA,NA,7,7,1,1,3,NA,NA,4,4,2,2,4,NA,NA,3,3,1,5,4,4,5,7,NA,NA,NA,NA,5,4,4,4,6,6,6,NA,NA,6,7,5,6,7,NA,NA,6,6,6,6,7,NA,NA,6,7,6,6,6,NA,NA,6,6,4,4,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,4,4,4,5,3,2,5,1,0,0,0,0,0,0,0,NA,187,45,1,1,1,0,0,0,1,NA,18,9,13,1,NA,2,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,4,1,63eef1db-b573-e277-ebad-2111b88ececf,7,6,0.041141089492217404,-0.4379441388002436,-1.8795586479468822,-1.2565359435751589,-0.9111804255372081,0.7996350041942818,-1.5407179064328134,-0.8271624522162505,-0.7256029710556304,0.546393635933351,-1.074600502923184,-0.10248365447417047,-0.6304503344048881,-0.17982881330333095,0.5405974354982979,-0.4110544494202602,-0.5028920993943791,0.23585624372918287,0.9095113938105613,0.17615949611965115,-0.8832244102075169,-0.6198564449979975,-0.3390733731299085,-0.17018404040754534,0.20465875856625407,3,4,6,4.5,4,5.75,6,6.5,6,6.5,3.6666666666666665,4,4,4,3.3333333333333335,18.75,1,-0.610583438488052,-0.16433170226141644,-1.1248670890986998,2.2182562236270407,2.0409900785943984,0.6752207181045657,1.7345268259179611,-0.6027376639159339,-0.7746205444845401,-0.5516329962418856
2/16/2023 19:18,2/16/2023 19:26,0,100,448,1,2/16/2023 19:26,R_3GBdbW9XPxM7c82,anonymous,EN,1,0,0,1,1,0,3,3,3,NA,NA,3,2,500,400,400,NA,NA,300,400,1,7,6,4,6,7,4,6,5,6,6,7,6,5,7,NA,NA,6,4,9,9,8,NA,NA,9,9,5,3,4,NA,NA,4,5,5,5,4,NA,NA,4,5,6,7,6,7,6,6,NA,NA,NA,NA,6,6,6,6,8,8,8,NA,NA,9,8,8,9,9,NA,NA,9,8,7,9,7,NA,NA,8,8,7,8,8,NA,NA,8,9,6,7,6,7,6,7,5,6,6,NA,NA,NA,NA,NA,NA,3,7,7,4,6,7,6,1,0,0,0,0,0,0,0,NA,187,39,1,1,0,1,0,0,1,NA,16,5,17,1,NA,1,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,4,1,63eef1b1-24ff-8add-68ac-8d55d4654974,4.2,6.285714285714286,1.0148135408080305,0.6689855348602151,1.09438257690068,0.9535902914255318,0.5554298815617238,0.7996350041942818,-0.07857319700211698,1.4210226743202257,2.3966886013655673,0.038175974563028986,-0.20680990810974512,-0.10248365447417047,1.5544301767310804,0.747481211923483,0.5405974354982979,0.4267136665410322,0.6008915854302067,1.0632863446807421,1.6439847457934298,1.772839184353086,0.9329429859986144,0.6743785907685286,0.5313927533361702,0.8173056226734734,1.2702504650643662,6.5,6.5,6,6,6,7.5,8.5,8,8.5,8.25,6.333333333333333,6.666666666666667,5.666666666666667,5.666666666666667,5.666666666666667,16.416666666666668,1,-0.20352781282935065,0.3528298313259826,-0.4524605051123262,0.9114239267070497,0.7342679340343349,-0.055227334035647994,0.37488601074445266,-0.6027376639159339,0.45651870777835724,1.7878331392270705
